timestamp_localtime,experiment,pioreactor_unit,timestamp,event_name,message,data
2023-12-01 07:17:41,Spirulina 003,pio001,2023-12-01T07:17:41.103503Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0102147153782794, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-01 08:04:11,Spirulina 003,pio001,2023-12-01T08:04:11.166071Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100624996011938, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-01 23:13:41,Spirulina 003,pio001,2023-12-01T23:13:41.094812Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010054410663872, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-02 00:00:41,Spirulina 003,pio001,2023-12-02T00:00:41.261316Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100271856861307, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-02 00:51:41,Spirulina 003,pio001,2023-12-02T00:51:41.079489Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101432215062476, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-02 02:32:41,Spirulina 003,pio001,2023-12-02T02:32:41.124721Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100965830157225, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-02 02:59:11,Spirulina 003,pio001,2023-12-02T02:59:11.100507Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010004510495445, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-02 05:38:41,Spirulina 003,pio001,2023-12-02T05:38:41.171288Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101587490509016, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-02 06:01:41,Spirulina 003,pio001,2023-12-02T06:01:41.217692Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010030628813941, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-02 06:02:11,Spirulina 003,pio001,2023-12-02T06:02:11.011727Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0171175040436344, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-03 01:03:11,Spirulina 003,pio001,2023-12-03T01:03:11.109564Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0102133985736657, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-03 02:54:11,Spirulina 003,pio001,2023-12-03T02:54:11.119269Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100469763641866, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-03 04:12:41,Spirulina 003,pio001,2023-12-03T04:12:41.105680Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100837001166028, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-03 05:31:41,Spirulina 003,pio001,2023-12-03T05:31:41.101143Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010195645995978, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-03 06:15:41,Spirulina 003,pio001,2023-12-03T06:15:41.121623Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100070403510883, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-03 07:39:11,Spirulina 003,pio001,2023-12-03T07:39:11.100339Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010025467085621, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-03 09:30:41,Spirulina 003,pio001,2023-12-03T09:30:41.188840Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100118882040932, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-04 00:46:41,Spirulina 003,pio001,2023-12-04T00:46:41.062024Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100355119685196, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-04 02:58:11,Spirulina 003,pio001,2023-12-04T02:58:11.201855Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010206652221783, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-04 04:56:41,Spirulina 003,pio001,2023-12-04T04:56:41.112223Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100065161725167, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-04 07:11:41,Spirulina 003,pio001,2023-12-04T07:11:41.124977Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101562591340476, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-04 09:20:11,Spirulina 003,pio001,2023-12-04T09:20:11.110503Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100395297626834, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-05 07:50:41,Spirulina 003,pio001,2023-12-05T07:50:41.072200Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100296162697764, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-05 08:32:41,Spirulina 003,pio001,2023-12-05T08:32:41.133869Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101252838571666, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 03:47:11,Spirulina 003,pio001,2023-12-13T03:47:11.153926Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010146617449579, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 03:51:11,Spirulina 003,pio001,2023-12-13T03:51:11.106558Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0102732644398604, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 03:51:40,Spirulina 003,pio001,2023-12-13T03:51:40.990553Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0126896517692658, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 03:52:11,Spirulina 003,pio001,2023-12-13T03:52:11.044081Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0202868179674318, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 03:52:41,Spirulina 003,pio001,2023-12-13T03:52:41.004632Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0227153409600465, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 03:53:11,Spirulina 003,pio001,2023-12-13T03:53:11.083542Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0200813384272056, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 03:56:41,Spirulina 003,pio001,2023-12-13T03:56:41.102141Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100006059250974, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 04:14:11,Spirulina 003,pio001,2023-12-13T04:14:11.201980Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0103126825077815, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 04:33:11,Spirulina 003,pio001,2023-12-13T04:33:11.114206Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010294428358921, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 05:01:11,Spirulina 003,pio001,2023-12-13T05:01:11.139898Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101585145377177, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 05:27:41,Spirulina 003,pio001,2023-12-13T05:27:41.111156Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101390890194137, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 05:28:11,Spirulina 003,pio001,2023-12-13T05:28:11.002561Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.016510083826672, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 05:32:11,Spirulina 003,pio001,2023-12-13T05:32:11.109946Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101354055445049, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 05:32:41,Spirulina 003,pio001,2023-12-13T05:32:41.184999Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0167347566514366, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 05:44:41,Spirulina 003,pio001,2023-12-13T05:44:41.108869Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100173547153108, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 05:55:41,Spirulina 003,pio001,2023-12-13T05:55:41.094008Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010046019089913, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 06:06:11,Spirulina 003,pio001,2023-12-13T06:06:11.115773Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100576207523277, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 06:06:41,Spirulina 003,pio001,2023-12-13T06:06:41.015272Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.011291693687356, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 06:31:16,Spirulina 003,pio001,2023-12-13T06:31:16.154375Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010037912980501, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 06:44:41,Spirulina 003,pio001,2023-12-13T06:44:41.083822Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100053527372512, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 06:50:41,Spirulina 003,pio001,2023-12-13T06:50:41.097973Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100258820773322, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 07:03:41,Spirulina 003,pio001,2023-12-13T07:03:41.108843Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101929377855248, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 07:12:41,Spirulina 003,pio001,2023-12-13T07:12:41.150713Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100393760779651, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 07:25:11,Spirulina 003,pio001,2023-12-13T07:25:11.106654Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100459087567957, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 07:25:41,Spirulina 003,pio001,2023-12-13T07:25:41.000146Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0152349214456786, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 07:55:11,Spirulina 003,pio001,2023-12-13T07:55:11.064198Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010139306612419, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 08:07:11,Spirulina 003,pio001,2023-12-13T08:07:11.088534Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100453342614932, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 08:07:40,Spirulina 003,pio001,2023-12-13T08:07:40.990490Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0123818428747413, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 08:27:11,Spirulina 003,pio001,2023-12-13T08:27:11.105642Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010170127937555, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 08:41:16,Spirulina 003,pio001,2023-12-13T08:41:16.198190Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101609410451282, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 08:41:41,Spirulina 003,pio001,2023-12-13T08:41:41.014095Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0168001968454545, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 09:04:11,Spirulina 003,pio001,2023-12-13T09:04:11.073017Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0102481981741156, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 09:13:41,Spirulina 003,pio001,2023-12-13T09:13:41.085614Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010483570074392, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 09:14:16,Spirulina 003,pio001,2023-12-13T09:14:16.127119Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0203456346300293, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 09:18:11,Spirulina 003,pio001,2023-12-13T09:18:11.166878Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010007528538595, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 10:12:11,Spirulina 003,pio001,2023-12-13T10:12:11.078558Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100579619549308, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 10:31:41,Spirulina 003,pio001,2023-12-13T10:31:41.099670Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010228245823405, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 10:54:41,Spirulina 003,pio001,2023-12-13T10:54:41.197622Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0102469163689292, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 10:55:11,Spirulina 003,pio001,2023-12-13T10:55:11.025073Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.011312048726347, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 11:28:41,Spirulina 003,pio001,2023-12-13T11:28:41.114196Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010533022196007, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
