timestamp_localtime,experiment,pioreactor_unit,timestamp,event_name,message,data
2023-12-13 11:47:41,Spirulina 003,pio001,2023-12-13T11:47:41.143114Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101659682628248, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 12:01:41,Spirulina 003,pio001,2023-12-13T12:01:41.127975Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101403422066075, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 12:26:41,Spirulina 003,pio001,2023-12-13T12:26:41.178782Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010004315996799, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 12:27:11,Spirulina 003,pio001,2023-12-13T12:27:11.062815Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100728232736411, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 12:57:11,Spirulina 003,pio001,2023-12-13T12:57:11.196669Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101596255085858, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 13:15:41,Spirulina 003,pio001,2023-12-13T13:15:41.217328Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0102308637836492, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 13:48:11,Spirulina 003,pio001,2023-12-13T13:48:11.111374Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0103942507753585, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 14:22:11,Spirulina 003,pio001,2023-12-13T14:22:11.134546Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100439985150214, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 14:38:11,Spirulina 003,pio001,2023-12-13T14:38:11.117689Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100665057117566, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 15:10:11,Spirulina 003,pio001,2023-12-13T15:10:11.090489Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100885876474963, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 15:30:11,Spirulina 003,pio001,2023-12-13T15:30:11.249688Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101346346286826, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 17:58:11,Spirulina 003,pio001,2023-12-13T17:58:11.168354Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100263420411322, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 18:19:11,Spirulina 003,pio001,2023-12-13T18:19:11.111378Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101832810613975, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 18:29:41,Spirulina 003,pio001,2023-12-13T18:29:41.238420Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0103165400626537, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 18:37:41,Spirulina 003,pio001,2023-12-13T18:37:41.160708Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100489079854038, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 18:44:41,Spirulina 003,pio001,2023-12-13T18:44:41.263498Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100862205883718, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 18:49:46,Spirulina 003,pio001,2023-12-13T18:49:46.136820Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100201732599516, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-13 18:52:11,Spirulina 003,pio001,2023-12-13T18:52:11.108544Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010010702088019, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 04:10:11,Spirulina 003,pio001,2023-12-14T04:10:11.091582Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101351833557946, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 04:10:41,Spirulina 003,pio001,2023-12-14T04:10:41.002315Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0198003915648648, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 04:11:10,Spirulina 003,pio001,2023-12-14T04:11:10.996936Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0125992143332556, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 04:23:11,Spirulina 003,pio001,2023-12-14T04:23:11.095046Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010281401995744, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 04:23:41,Spirulina 003,pio001,2023-12-14T04:23:41.073624Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0200497247375953, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 04:34:11,Spirulina 003,pio001,2023-12-14T04:34:11.111060Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0102774310585927, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 04:34:41,Spirulina 003,pio001,2023-12-14T04:34:41.178823Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0108828342230518, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 04:51:41,Spirulina 003,pio001,2023-12-14T04:51:41.125916Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100619336464047, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 04:52:11,Spirulina 003,pio001,2023-12-14T04:52:11.007540Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100690062017794, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 05:09:41,Spirulina 003,pio001,2023-12-14T05:09:41.091547Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0102630020799088, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 05:12:41,Spirulina 003,pio001,2023-12-14T05:12:41.084431Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100471951669467, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 05:21:11,Spirulina 003,pio001,2023-12-14T05:21:11.092465Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100924152456279, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 06:11:11,Spirulina 003,pio001,2023-12-14T06:11:11.084617Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010234941826002, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 06:15:41,Spirulina 003,pio001,2023-12-14T06:15:41.243322Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101602493310107, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 06:16:11,Spirulina 003,pio001,2023-12-14T06:16:11.063531Z,DilutionEvent,Latest Normalized OD = 1.02 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0199542080362967, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 08:49:41,Spirulina 003,pio001,2023-12-14T08:49:41.096267Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101614117266107, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 08:50:11,Spirulina 003,pio001,2023-12-14T08:50:11.014126Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0131846153360837, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 09:11:11,Spirulina 003,pio001,2023-12-14T09:11:11.110959Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100184979343614, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 09:26:41,Spirulina 003,pio001,2023-12-14T09:26:41.178149Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100603108718695, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 09:32:41,Spirulina 003,pio001,2023-12-14T09:32:41.206269Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010226579879445, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-14 09:41:41,Spirulina 003,pio001,2023-12-14T09:41:41.127699Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0102764785007448, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:28:11,Spirulina 003,pio001,2023-12-19T02:28:11.128933Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.013389834186851, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:28:40,Spirulina 003,pio001,2023-12-19T02:28:40.992589Z,DilutionEvent,Latest Normalized OD = 1.06 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0555022020246332, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:29:10,Spirulina 003,pio001,2023-12-19T02:29:10.986705Z,DilutionEvent,Latest Normalized OD = 1.05 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0547705140811163, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:32:11,Spirulina 003,pio001,2023-12-19T02:32:11.116193Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0118055453518182, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:32:41,Spirulina 003,pio001,2023-12-19T02:32:41.071389Z,DilutionEvent,Latest Normalized OD = 1.93 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.9286442376503083, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:46:11,Spirulina 003,pio001,2023-12-19T02:46:11.116016Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0111267397537662, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:48:11,Spirulina 003,pio001,2023-12-19T02:48:11.254778Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0105918677496182, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:57:41,Spirulina 003,pio001,2023-12-19T02:57:41.097079Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0128789738348083, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:58:11,Spirulina 003,pio001,2023-12-19T02:58:11.005758Z,DilutionEvent,Latest Normalized OD = 1.04 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0443758823164069, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:58:41,Spirulina 003,pio001,2023-12-19T02:58:41.123196Z,DilutionEvent,Latest Normalized OD = 1.04 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.035678284839447, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 02:59:11,Spirulina 003,pio001,2023-12-19T02:59:11.008903Z,DilutionEvent,Latest Normalized OD = 1.17 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.1665429480406448, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 03:07:11,Spirulina 003,pio001,2023-12-19T03:07:11.075215Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0125004979769499, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 03:16:11,Spirulina 003,pio001,2023-12-19T03:16:11.143921Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0121063501173329, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 03:23:41,Spirulina 003,pio001,2023-12-19T03:23:41.103690Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0108980207128297, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 03:26:41,Spirulina 003,pio001,2023-12-19T03:26:41.095719Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0100818848880933, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 03:41:11,Spirulina 003,pio001,2023-12-19T03:41:11.088274Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0116226104811479, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 03:49:41,Spirulina 003,pio001,2023-12-19T03:49:41.217971Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0122624578349546, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 03:56:11,Spirulina 003,pio001,2023-12-19T03:56:11.111781Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0107695189516854, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 04:07:41,Spirulina 003,pio001,2023-12-19T04:07:41.069661Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0126061444905108, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 04:17:11,Spirulina 003,pio001,2023-12-19T04:17:11.147559Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.010460284062491, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 04:33:41,Spirulina 003,pio001,2023-12-19T04:33:41.084002Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0103194436202163, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 04:41:41,Spirulina 003,pio001,2023-12-19T04:41:41.123309Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0104218052447347, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 05:02:41,Spirulina 003,pio001,2023-12-19T05:02:41.194150Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0110124132253724, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 05:31:41,Spirulina 003,pio001,2023-12-19T05:31:41.110780Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0101950279247436, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 06:57:41,Spirulina 003,pio001,2023-12-19T06:57:41.164166Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0103458654091042, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
2023-12-19 09:31:11,Spirulina 003,pio001,2023-12-19T09:31:11.112786Z,DilutionEvent,Latest Normalized OD = 1.01 ≥ Target  nOD = 1.01; cycled 0.10 mL,"{""latest_normalized_od"": 1.0110110603999927, ""target_normalized_od"": 1.01, ""volume"": 0.1}"
